,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
321,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
322,Hipertiroidisme,Perubahan suasana hati,Penurunan berat badan,Gelisah,Berkeringat
323,Hipertiroidisme,Lelah,Penurunan berat badan,Gelisah,Berkeringat
324,Hipertiroidisme,Lelah,Perubahan suasana hati,Gelisah,Berkeringat
325,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Berkeringat
326,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
327,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
328,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
329,Hipertiroidisme,Lelah,Perubahan suasana hati,Penurunan berat badan,Gelisah
330,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
331,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
332,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
333,Hipoglikemia,Lelah,Cemas,Berkeringat,Sakit kepala
334,Hipoglikemia,Muntah,Cemas,Berkeringat,Sakit kepala
335,Hipoglikemia,Muntah,Lelah,Berkeringat,Sakit kepala
336,Hipoglikemia,Muntah,Lelah,Cemas,Sakit kepala
337,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
338,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
339,Hipoglikemia,Muntah,Lelah,Cemas,Berkeringat
340,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
341,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
342,Osteoartritis,Sakit leher,Nyeri lutut,Nyeri sendi pinggul,Sendi bengkak
343,Osteoartritis,Nyeri sendi,Nyeri lutut,Nyeri sendi pinggul,Sendi bengkak
344,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri sendi pinggul,Sendi bengkak
345,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Sendi bengkak
346,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
347,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
348,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
349,Osteoartritis,Nyeri sendi,Sakit leher,Nyeri lutut,Nyeri sendi pinggul
350,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
351,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
352,Radang sendi,Leher kaku,Sendi bengkak,Kaku saat bergerak,Nyeri saat berjalan
353,Radang sendi,Lemah otot,Sendi bengkak,Kaku saat bergerak,Nyeri saat berjalan
354,Radang sendi,Lemah otot,Leher kaku,Kaku saat bergerak,Nyeri saat berjalan
355,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Nyeri saat berjalan
356,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
357,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
358,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
359,Radang sendi,Lemah otot,Leher kaku,Sendi bengkak,Kaku saat bergerak
360,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
361,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
362,(vertigo) Vertigo Posisi Paroymsal,Sakit kepala,Mual,Rasa berputar (vertigo),Kehilangan keseimbangan
363,(vertigo) Vertigo Posisi Paroymsal,Muntah,Mual,Rasa berputar (vertigo),Kehilangan keseimbangan
364,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Rasa berputar (vertigo),Kehilangan keseimbangan
365,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Kehilangan keseimbangan
366,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
367,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
368,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Rasa berputar (vertigo)
369,(vertigo) Vertigo Posisi Paroymsal,Muntah,Sakit kepala,Mual,Kehilangan keseimbangan
370,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
371,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
372,Jerawat,Jerawat bernanah,Komedo,kulit berminyak,kemerahan
373,Jerawat,Ruam kulit,Komedo,kulit berminyak,kemerahan
374,Jerawat,Ruam kulit,Jerawat bernanah,kulit berminyak,perih
375,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,perih
376,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kulit berminyak
377,Jerawat,Ruam kulit,Jerawat bernanah,Komedo,kemerahan
378,Jerawat,Ruam kulit,Jerawat bernanah,kulit berminyak,perih
379,Jerawat,Ruam kulit,Komedo,kulit berminyak,kemerahan
380,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
381,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
382,Infeksi saluran kemih,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,demam
383,Infeksi saluran kemih,Rasa panas saat buang air kecil,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,demam
384,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,lemas
385,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,perut kembung
386,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus
387,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,lemas
388,Infeksi saluran kemih,Tidak nyaman di kandung kemih,bau_pesing_yang_busuk,Rasa ingin buang air kecil terus-menerus,perut kembung
389,Infeksi saluran kemih,Rasa panas saat buang air kecil,Tidak nyaman di kandung kemih,Rasa ingin buang air kecil terus-menerus,demam
390,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
391,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
392,Psoriasis,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
393,Psoriasis,Ruam kulit,Kulit mengelupas,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
394,Psoriasis,Ruam kulit,Nyeri sendi,Lapisan putih seperti serpihan di kulit,Lekukan kecil pada kuku
395,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lekukan kecil pada kuku
396,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
397,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
398,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
399,Psoriasis,Ruam kulit,Nyeri sendi,Kulit mengelupas,Lapisan putih seperti serpihan di kulit
400,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
401,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
402,Impetigo,Demam tinggi,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
403,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
404,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
405,Impetigo,Ruam kulit,Demam tinggi,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
406,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Kerak kuning yang keluar cairan
407,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
408,Impetigo,Ruam kulit,Demam tinggi,Lepuh,Luka merah di sekitar hidung
409,Impetigo,Ruam kulit,Lepuh,Luka merah di sekitar hidung,Kerak kuning yang keluar cairan
410,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
411,Infeksi jamur,Ruam kulit,Benjolan kulit,bercak diskromik,kemerahan
412,Infeksi jamur,Gatal,Benjolan kulit,bercak diskromik,perih
413,Infeksi jamur,Gatal,Ruam kulit,bercak diskromik,kemerahan
414,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,perih
415,Infeksi jamur,Ruam kulit,Benjolan kulit,bercak diskromik,perih
416,Infeksi jamur,Gatal,Benjolan kulit,bercak diskromik,kemerahan
417,Infeksi jamur,Gatal,Ruam kulit,bercak diskromik,perih
418,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,kemerahan
419,Infeksi jamur,Gatal,Ruam kulit,Benjolan kulit,bercak diskromik
420,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
421,Alergi,Gemetar,Demam menggigil,Mata berair,Lelah
422,Alergi,Bersin terus-menerus,Demam menggigil,Mata berair,Lelah
423,Alergi,Bersin terus-menerus,Gemetar,Mata berair,Sesak napas
424,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Sesak napas
425,Alergi,Gemetar,Demam menggigil,Mata berair,Sakit kepala
426,Alergi,Bersin terus-menerus,Demam menggigil,Mata berair,Sakit kepala
427,Alergi,Bersin terus-menerus,Gemetar,Mata berair,Lelah
428,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Sakit kepala
429,Alergi,Bersin terus-menerus,Gemetar,Demam menggigil,Mata berair
430,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
431,Penyakit GERD,Sakit perut,Luka di lidah,Muntah,Batuk
432,Penyakit GERD,Sakit perut,Asam lambung naik,Muntah,Batuk
433,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Batuk
434,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
435,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Muntah
436,Penyakit GERD,Asam lambung naik,Luka di lidah,Muntah,Batuk
437,Penyakit GERD,Sakit perut,Luka di lidah,Muntah,Batuk
438,Penyakit GERD,Sakit perut,Asam lambung naik,Muntah,Batuk
439,Penyakit GERD,Sakit perut,Asam lambung naik,Luka di lidah,Batuk
440,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
441,Kolestasis kronis,Muntah,Kulit kekuningan,Mual,Hilang nafsu makan
442,Kolestasis kronis,Gatal,Kulit kekuningan,Mual,Hilang nafsu makan
443,Kolestasis kronis,Gatal,Muntah,Mual,Hilang nafsu makan
444,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Hilang nafsu makan
445,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
446,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
447,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
448,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
449,Kolestasis kronis,Gatal,Muntah,Kulit kekuningan,Mual
450,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
451,Reaksi Obat,Gatal,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
452,Reaksi Obat,Gatal,Ruam kulit,Rasa panas saat buang air kecil,Bercak saat buang air kecil
453,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Bercak saat buang air kecil
454,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
455,Reaksi Obat,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
456,Reaksi Obat,Gatal,Sakit perut,Rasa panas saat buang air kecil,Bercak saat buang air kecil
457,Reaksi Obat,Gatal,Ruam kulit,Rasa panas saat buang air kecil,Bercak saat buang air kecil
458,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Bercak saat buang air kecil
459,Reaksi Obat,Gatal,Ruam kulit,Sakit perut,Rasa panas saat buang air kecil
460,Penyakit tukak lambung,Muntah,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
461,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Sakit perut bagian bawah,Kentut terus-menerus
462,Penyakit tukak lambung,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
463,Penyakit tukak lambung,Muntah,Hilang nafsu makan,Sakit perut bagian bawah,Kentut terus-menerus
464,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Sakit perut bagian bawah,Kentut terus-menerus
465,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Kentut terus-menerus
466,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
467,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
468,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
469,Penyakit tukak lambung,Muntah,Perut terasa tidak nyaman,Hilang nafsu makan,Sakit perut bagian bawah
470,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
471,AIDS,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan,Lelah
472,AIDS,Penyusutan otot,Demam tinggi,Hubungan di luar pernikahan,Lelah
473,AIDS,Penyusutan otot,Bercak di tenggorokan,Hubungan di luar pernikahan,pembengkakan
474,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Lelah
475,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
476,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan
477,AIDS,Bercak di tenggorokan,Demam tinggi,Hubungan di luar pernikahan,pembengkakan
478,AIDS,Penyusutan otot,Demam tinggi,Hubungan di luar pernikahan,Lelah
479,AIDS,Penyusutan otot,Bercak di tenggorokan,Demam tinggi,Lelah
480,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
481,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
482,Diabetes,Penurunan berat badan,Gelisah,Lesu,Kadar gula darah tidak stabil
483,Diabetes,Lelah,Gelisah,Lesu,Kadar gula darah tidak stabil
484,Diabetes,Lelah,Penurunan berat badan,Lesu,Kadar gula darah tidak stabil
485,Diabetes,Lelah,Penurunan berat badan,Gelisah,Kadar gula darah tidak stabil
486,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
487,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
488,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
489,Diabetes,Lelah,Penurunan berat badan,Gelisah,Lesu
490,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
491,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
492,Radang perut,Mata cekung,Kekurangan cairan (dehidrasi),Diare,kelemahan
493,Radang perut,Muntah,Kekurangan cairan (dehidrasi),Diare,Sakit perut
494,Radang perut,Muntah,Mata cekung,Diare,kelemahan
495,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Sakit perut
496,Radang perut,Muntah,Mata cekung,Kekurangan cairan (dehidrasi),Diare
497,Radang perut,Mata cekung,Kekurangan cairan (dehidrasi),Diare,Sakit kepala
498,Radang perut,Muntah,Kekurangan cairan (dehidrasi),Diare,kelemahan
499,Radang perut,Muntah,Mata cekung,Diare,Sakit kepala
500,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
501,Asma Bronkial,Batuk,Demam tinggi,Sesak napas,Riwayat keluarga
502,Asma Bronkial,Lelah,Demam tinggi,Sesak napas,Riwayat keluarga
503,Asma Bronkial,Lelah,Batuk,Sesak napas,Riwayat keluarga
504,Asma Bronkial,Lelah,Batuk,Demam tinggi,Riwayat keluarga
505,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
506,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
507,Asma Bronkial,Lelah,Batuk,Demam tinggi,Sesak napas
508,Asma Bronkial,Batuk,Demam tinggi,Sesak napas,Riwayat keluarga
509,Asma Bronkial,Lelah,Demam tinggi,Sesak napas,Riwayat keluarga
510,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
511,Hipertensi,Nyeri dada,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
512,Hipertensi,Sakit kepala,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
513,Hipertensi,Sakit kepala,Nyeri dada,Kehilangan keseimbangan,Sulit berkonsentrasi
514,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Sulit berkonsentrasi
515,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
516,Hipertensi,Sakit kepala,Nyeri dada,Pusing,Kehilangan keseimbangan
517,Hipertensi,Nyeri dada,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
518,Hipertensi,Sakit kepala,Pusing,Kehilangan keseimbangan,Sulit berkonsentrasi
519,Hipertensi,Sakit kepala,Nyeri dada,Kehilangan keseimbangan,Sulit berkonsentrasi
520,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
521,Migrain,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur,Nafsu makan berlebihan
522,Migrain,Asam lambung naik,Sakit kepala,Pandangan kabur,Nafsu makan berlebihan
523,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Pandangan kabur,Nafsu makan berlebihan
524,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Nafsu makan berlebihan
525,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
526,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
527,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
528,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
529,Migrain,Asam lambung naik,Perut terasa tidak nyaman,Sakit kepala,Pandangan kabur
530,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
531,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
532,Spondilosis serviks,Kelemahan pada tangan atau kaki,Sakit leher,Pusing,Kehilangan keseimbangan
533,Spondilosis serviks,Nyeri punggung,Sakit leher,Pusing,Kehilangan keseimbangan
534,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Pusing,Kehilangan keseimbangan
535,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Kehilangan keseimbangan
536,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
537,Spondilosis serviks,Nyeri punggung,Kelemahan pada tangan atau kaki,Sakit leher,Pusing
538,Spondilosis serviks,Kelemahan pada tangan atau kaki,Sakit leher,Pusing,Kehilangan keseimbangan
539,Spondilosis serviks,Nyeri punggung,Sakit leher,Pusing,Kehilangan keseimbangan
540,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
541,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
542,Kelumpuhan (pendarahan otak),Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu,Kehilangan keseimbangan
543,Kelumpuhan (pendarahan otak),Muntah,Lemah di satu sisi tubuh,Kesadaran terganggu,kehilangan kesadaran
544,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Kesadaran terganggu,kesulitan berbicara
545,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,kesulitan berbicara
546,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu
547,Kelumpuhan (pendarahan otak),Sakit kepala,Lemah di satu sisi tubuh,Kesadaran terganggu,kesulitan berbicara
548,Kelumpuhan (pendarahan otak),Muntah,Lemah di satu sisi tubuh,Kesadaran terganggu,kehilangan kesadaran
549,Kelumpuhan (pendarahan otak),Muntah,Sakit kepala,Kesadaran terganggu,kesulitan berbicara
550,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
551,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
552,Penyakit kuning,Muntah,Lelah,Penurunan berat badan,Demam tinggi
553,Penyakit kuning,Gatal,Lelah,Penurunan berat badan,Demam tinggi
554,Penyakit kuning,Gatal,Muntah,Penurunan berat badan,Demam tinggi
555,Penyakit kuning,Gatal,Muntah,Lelah,Demam tinggi
556,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
557,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
558,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
559,Penyakit kuning,Gatal,Muntah,Lelah,Penurunan berat badan
560,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
561,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
562,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
563,Malaria,Muntah,Demam tinggi,Berkeringat,Sakit kepala
564,Malaria,Demam menggigil,Demam tinggi,Berkeringat,Sakit kepala
565,Malaria,Demam menggigil,Muntah,Berkeringat,Sakit kepala
566,Malaria,Demam menggigil,Muntah,Demam tinggi,Sakit kepala
567,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
568,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
569,Malaria,Demam menggigil,Muntah,Demam tinggi,Berkeringat
570,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
571,Cacar air,Ruam kulit,Lelah,Lesu,Demam tinggi
572,Cacar air,Gatal,Lelah,Lesu,Demam tinggi
573,Cacar air,Gatal,Ruam kulit,Lesu,Demam tinggi
574,Cacar air,Gatal,Ruam kulit,Lelah,Demam tinggi
575,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
576,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
577,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
578,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
579,Cacar air,Gatal,Ruam kulit,Lelah,Lesu
580,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
581,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
582,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
583,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
584,Demam Berdarah,Demam menggigil,Nyeri sendi,Muntah,Lelah
585,Demam Berdarah,Ruam kulit,Nyeri sendi,Muntah,Lelah
586,Demam Berdarah,Ruam kulit,Demam menggigil,Muntah,Lelah
587,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Lelah
588,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
589,Demam Berdarah,Ruam kulit,Demam menggigil,Nyeri sendi,Muntah
590,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
591,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
592,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
593,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
594,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
595,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
596,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
597,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
598,Penyakit tipus,Demam menggigil,Muntah,Lelah,Demam tinggi
599,Penyakit tipus,Demam menggigil,Lelah,Demam tinggi,Sakit kepala
600,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
601,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
602,penyakit hepatitis A,Muntah,Kulit kekuningan,Urin berwarna gelap,Mual
603,penyakit hepatitis A,Nyeri sendi,Kulit kekuningan,Urin berwarna gelap,Mual
604,penyakit hepatitis A,Nyeri sendi,Muntah,Urin berwarna gelap,Mual
605,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Mual
606,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
607,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
608,penyakit hepatitis A,Nyeri sendi,Muntah,Kulit kekuningan,Urin berwarna gelap
